"sample_id","genotype","utilization_of_fruit","berry_skin_colour_oiv_225","presence_of_seeds_oiv_241","berry_flavour_oiv_236","sex_of_flower_oiv_151","time_of_bud_burst_day_chasselas_oiv_301","time_of_full_bloom_day_chasselas_oiv_302","time_of_veraison_week_chasselas_oiv_303","time_of_maturity_week_chasselas_oiv_304","fertility_inflorescence_10_buds_oiv_155","bunch_weight_g_oiv_502","berry_weight_g_oiv_503","bunch_susceptibility_to_botrytis_0_to_5_oiv_459","acidity_of_must_g_h2so4_l_oiv_506","acidity_of_wine_g_h2so4_l","wine_alcohol"
"B00ER7E","Madeleine de Clermont","table","B","seed","none","H",-4,-3,-1,-1.3,14,298,3.1,0,4.6,NA,9.3
"B00ER5O","Madeleine Salomon = Agostenga blanc","table","B","seed","none","H",-6,-2,-0.1,-0.6,20,195,2.5,0.5,NA,NA,NA
"B00EQUC","Magdeleine noire des Charentes","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER28","Mai_3","table","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER7B","Malvar","wine-table","B","seed","none","H",4,2,2.1,3,7,578,3.9,0.2,3.3,4.5,9.6
"B00CW9D","Malvasia di Sardegna","wine","B","seed","other","H",3,3,2.4,3.8,7,341,2.2,0.8,4.6,4,12.1
"B00EQTG","Malvasia istriana","wine","B","seed","none","H",10,NA,1.1,3.5,14,201,2.5,0.3,6.5,4.5,10.5
"B00FQHI","Malvasia volcánica",NA,"B","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERPU","Malvoisie de Lasseraz","wine","B","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQI3","Mancens = Giro de Baleares","wine","N","seed","none","H",8,7,2.7,4,13,496,3.1,0,5,4.3,7.8
"B00ER80","Mancin","wine","N","seed","none","H",3,2,3.7,2.7,7,292,2.1,0,8.2,6.6,9.4
"B00ERSJ","Mandilaria","wine","N","seed","none","H",7,NA,NA,4.1,8,536,4.2,0.2,6.3,3.8,8.7
"B00EJLB","Manseng noir","wine","N","seed","none","H",4,7,3.1,4,16,246,1.7,0.4,6.2,3.3,9.7
"B00FQI9","Manses de Tibbus","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQGA","Mantúo de Pilas","wine","B","seed","none","H",1,2,2,3,15,346,3.6,0.3,2.9,3,10.7
"B00ER2K","Maratheftiko","table","N","seed","none","F",-4,NA,3.8,7,17,119,3.3,0,NA,NA,NA
"B00ERCQ","Marselan","wine","N","seed","none","H",6,3,2.2,3.2,32,303,1.4,0,5.1,3.9,11.5
"B00EQUO","Massirart","wine","N","seed","none","H",2,-1,2,4.2,13,NA,NA,0.2,NA,NA,NA
"B00ER1U","Matilde","table","B","seed","none","H",12,8,0,1,10,361,6.2,0.3,NA,NA,NA
"B00ER8K","Matrassa","wine","N","seed","none","H",0,0,1.6,2.6,4,144,1.9,1.2,NA,NA,NA
"B00F6O3","Matrassa blanc faux",NA,"B-Rs",NA,NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER4A","Maturana blanca","wine","B","seed","none","H",-3,1,1,1.7,20,186,1.9,0,3.3,4.4,10.9
"B00ERD9","Mauzac","wine","B","seed","none","H",6,3,2,3.3,14,241,2,1.1,3.1,4.5,8.7
"B00ERA9","Mayorquin","wine-table","B","seed","none","H",6,5,2.6,3.5,6,1089,4.5,0.5,5.1,4,9.7
"B00EQV9","Mècle","wine","N","seed","none","H",2,3,3.1,3.1,15,203,2.3,0.2,4.3,3,9.6
"B00175C","Medouar",NA,NA,"seed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EJKG","Mencia","wine","N","seed","none","H",NA,NA,NA,NA,11,153,1.3,NA,4.8,3,9.4
"B00ER3R","Merbein seedless","table","B","seedless","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER9H","Merlot","wine","N","seed","none","H",1,0,2,2,10,134,1.6,0,6,5.4,10.3
"B00F6OH","Merseguera","wine","B","seed","none","H",5,2,2.8,4.5,16,379,2.9,0.8,3.1,4.3,9.3
"B00ER9G","Meslier Saint-François","wine","B","seed","none","H",-3,-6,1.4,3.1,9,186,2,1.6,7.1,6,9.5
"B00ER5J","Miguel de Arco","wine","N","seed","none","H",5,6,2.7,3.3,12,449,3.2,0,3,3,10
"B00FQIB","Miguel de Arco (Spain)",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQVJ","Mireille","table","B","seed","muscat","H",-8,-3,-2.3,-2.9,13,135,2.9,0,NA,NA,NA
"B00ER88","Misket Rusenski","table","N","seed","muscat","H",4,0,-0.7,-0.5,NA,445,7,0,NA,NA,NA
"B00EQTF","Mission = Listán prieto","wine","N","seed","none","H",6,NA,3.5,4.2,11,483,2.5,0.4,4.2,4,9.8
"B00ER0I","Molinera gorda","table","Rg","seed","none","H",11,NA,2.4,4.1,3,671,5.9,0.1,3.4,NA,8.5
"B00FQIY","Moll",NA,"B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER49","Mondeuse","wine","N","seed","none","H",0,0,2.3,2.6,13,212,2.2,0.2,6.8,3.6,9.4
"B00EQV7","Mondeuse blanche","wine","B","seed","none","H",5,3,3.3,4,20,186,2.3,0.2,4.8,4.5,11.1
"B00FQID","Mondragón",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER15","Monica femelle (Tunisie)","wine","N","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQSY","Montepulciano","wine","N","seed","none","H",12,NA,2.8,3.9,11,187,2,0,7.5,5.1,10
"B00FQIG","Morate",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER4J","Moravia agria","wine","N","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQGK","Moré",NA,"N","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQIH","Morenillo","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER2E","Morenzi","table","Rg","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EJKP","Moristel",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQX3","Graciano = Morrastel","wine","N","seed","none","H",12,5,3.4,3.7,11,262,1.9,0.4,6,3.5,9.3
"B00FQIO","Moscatel de Angüés",NA,"B","seed","muscat","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQXB","Moscato di Terracina","wine-table","B","seed","muscat","H",4,3,1.7,3,8,430,3.6,2,5.5,4.9,7.1
"B00EQU4","Moscato giallo","wine-table","B","seed","muscat","H",8,NA,2,4.7,7,217,2.6,0.3,4,5.3,10.9
"B00ER3G","Moscatuel","table","Rs","seedless","muscat","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERPI","Moscita rosa = Tamjanika crna","table","N","seed","muscat","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER52","Mourisco tinto = Marufo","wine","N","seed","none","F",10,2,2.9,3.1,7,284,3.3,0.3,5.8,2.8,9.7
"B00EQVO","Mourtaou","wine","N","seed","none","H",2,0,2.4,2.9,10,437,2.5,0.2,6.2,5.4,12.6
"B00ER6M","Monastrell = Mourvèdre","wine","N","seed","none","H",13,7,2.5,3.2,9,238,2.2,0.6,5.5,3.2,10.7
"B00EQSM","Mourvèdre Goulé","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERBP","Mskhali","wine-table","B","seed","none","H",-2,NA,2.7,3.7,11,307,4.1,0,NA,NA,NA
"B00F6QN","Mtsklarta",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERPW","Müller-Thurgau","wine","B","seed","none","H",1,-4,0.3,1,13,165,1.8,1,3.5,4.3,11.9
"B00F6QL","Muradouli",NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6RE","Muradouli 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQI0","Murescu = Escursach","wine","N","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQFO","Moreto do dao","wine","N","seed","none","H",3,NA,1.5,2.3,14,157,1.7,0.7,5.7,4.4,9.6
"B00F6PJ","Muscat à petits grains blancs","wine","B","seed","muscat","H",0,2,1.5,1.8,10,156,2.3,0.7,7.2,4.7,11.3
"B00EQXL","Muscat d'Alexandrie","wine-table","B","seed","muscat","H",5,5,2.4,3.7,20,352,5.4,0.6,4.2,3.2,10.8
"B00F6PM","Muscat d'Eisenstadt","table","N","seed","muscat","H",2,4,1.3,2,12,113,2,0,NA,NA,NA
"B00ER9Y","Muscat d'Istamboul","wine","B","seed","muscat","H",3,2,0.3,1.7,7,445,3.4,1,5.5,5.6,10.5
"B00ERC4","Muscat Ottonel","wine","B","seed","muscat","H",6,-1,0.8,0.1,15,125,2.6,0.6,5.4,4.5,10.8
"B00EQST","Muscate (Collection Ravaz)","wine","B","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERBM","Müsküle","table","B","seed","none","H",-8,NA,3,4,1,328,4,0,NA,NA,NA
"B00ER30","Naosé","table","Rg","seedless","none","H",-1,3,-1.3,-1.7,4,541,1.1,0.5,NA,NA,NA
"B00EJKV","Napoleon = Don Mariano","table","N","seed","none","H",10,8,3.6,6.5,6,583,5.1,0,6.7,NA,8.4
"B00F6O4","Nassau","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQIZ","Nave = Totosi","wine","B","seed","none","H",4,2.7,1.6,3.3,8,675,3.6,1.7,4.9,5.4,10.1
"B00FQGS","Negra dorada",NA,"Rg","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EJL3","Negra mole","wine","N","seed","none","H",2,3,2.7,3.5,13,258,2.8,0.3,4.4,3.6,7.3
"B00FQGM","Negra rayada","wine-table","N","seed","none","H",3,NA,NA,4,1,NA,NA,0,NA,NA,NA
"B00FQGL","Negra tardía",NA,"N","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER92","Négret castrais","wine","N","seed","none","H",16,NA,3.3,4,15,115,1.3,0.7,NA,NA,NA
"B00EQVU","Négret pounjut","wine","N","seed","none","H",0,-1,1.7,1.1,25,169,2.1,0.4,4.9,3.5,9
"B00ERZG","Negru de Causani","wine","N","seed","none","F",-2,-4,2.5,1,9,86,1.3,0,6,5,8
"B00EQZV","Negru mare","wine-table","N","seed","none","F",3,NA,1,1,3,412,3.6,0,5.5,3.5,11.6
"B00EQTB","Negru virtos","wine","N","seed","none","F",-2,NA,2.6,4.1,15,149,2.9,0.4,7.6,3.8,10
"B00ER0J","Nehelescol","table","B","seed","none","H",10,5,3.6,4.2,7,851,2.8,0,NA,NA,NA
"B00ER7V","Nerello Cappuccio","wine","N","seed","none","H",8,NA,3,2.9,20,268,2.3,0.3,7,6.1,10.7
"B00EQZ7","Nero grosso","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQUP","Nevoeira","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQTX","Nieddera","wine","N","seed","none","H",1,5,2.6,4.2,8,307,2.3,0,5.3,3.9,10.8
"B00ER4S","Nimrang rouge","table","Rg","seed","none","H",-3,NA,1,2,2,837,3.8,0,NA,NA,NA
"B00EQT7","Nincusa","wine-table","N","seed","none","H",9,NA,1.3,3,10,239,4.7,0.2,3.6,3.6,8
"B00ER2T","Obeidi","table","B","seed","none","H",6,NA,3,4.9,3,337,5.2,1,NA,NA,NA
"B00ER8C","Odem","table","Rg","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6OZ","Odjaleschi","wine","N","seed","none","H",8,NA,4.7,6,15,91,1.3,0,6,4.5,10
"B00ERQU","Oeillade noire","wine-table","N","seed","none","H",9,1.7,2.6,3,15,309,3.3,0.6,3.5,3.8,9.5
"B00EQZG","Ohanes","table","B","seed","none","F",6,7,4.6,6.2,6,405,4.7,0.2,NA,NA,NA
"B00FQGN","Ojo de buey",NA,"N","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQZ8","Öküz gözü faux","table","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER8I","Öküzgözü","table","N","seed","none","H",1,NA,3.5,3.7,1,543,5.8,0,NA,NA,NA
"B00ERPN","Olasz Korai","wine","N","seed","none","H",-4,0,0.3,-1.2,26,73,2.2,0,NA,NA,NA
"B00ERPM","Olber weiss","wine","B","seed","none","H",5,2,1.7,3.3,13,263,1.9,0,4.8,4.6,12.3
"B00ER5N","Olivette blanche","table","B","seed","none","F",7,9,3.4,5,13,209,5.2,0,6.8,NA,7.5
"B00EQXU","Olivette rose","table","Rg","seed","none","H",9,5,2.8,5.8,8,479,4.2,0.1,4.8,NA,5.9
"B00EQXA","Opsimo Edessis","table","B","seed","none","H",3,NA,3,4,3,155,4.5,0,NA,NA,NA
"B00F6PE","Ora","table","B","seed","none","H",4,2,-1.3,-1,9,357,5.2,0,NA,NA,NA
"B00ER5B","Orangetraube","wine-table","B","seed","other","H",2,NA,1,0.8,24,143,1.5,1,4.9,4.9,10.6
"B00EQSP","Öreg Kadarka","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00174Y","Orlovi nokti","table","B","seed","none","H",0,NA,2.7,3.3,6,375,4.3,0,NA,NA,NA
"B00ER0U","Ortega","wine","B","seed","none","H",0,2,-1.7,-1.3,21,126,2.4,0.5,4.2,3.5,10.8
"B00F6O6","Osteiner","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER08","Autumn seedless","table","B","seedless","none","H",4,8,2.6,4.8,11,692,4.3,0,NA,NA,NA
"B00F6PX","Ouliven","table","N","seed","none","F",-3,4,2,3,8,291,5.5,0,5.5,4,11.5
"B00ER1C","Outanant","wine","B","seed","none","H",0,NA,3.5,3.7,3,456,NA,0.5,7.5,5.8,8
"B00EQXC","Pagadebiti","wine","B","seed","none","H",16,6,2.3,4.4,15,492,3.7,0.4,6.4,6.3,7.2
"B00ERPO","Palestina Oberlin I","table","B","seed","none","F",4,4,0.5,1.5,10,300,5.2,0.8,NA,NA,NA
"B00EJJS","Palomino fino = Listán","wine","B","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQH5","Alcañon",NA,"B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQIM","Pampolat de Sagunto","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER6H","Pannonia kincse","table","B","seed","none","H",1,0,0,0,14,285,4.4,0,NA,NA,NA
"B00ERPZ","Panse précoce","table","B","seed","none","H",5,2,0.4,1.2,6,340,4.4,0.7,5.3,NA,8.9
"B00FQI2","Pansera","wine","B","seed","none","H",1,3,2.6,3.6,9,840,3.2,0.1,5,6.5,7.6
"B00ER95","Papazkarasi","wine","N","seed","none","H",7,NA,2.7,5.7,8,426,3.6,1.3,5.2,4.5,9
"B00FQHK","Pardillo","wine","B","seed","none","H",8,6,3.7,4,15,486,2.8,1.2,4.2,4,9.9
"B00EQXK","Pardina","table","B","seed","none","H",4,NA,1,3.7,1,762,5.4,1,NA,NA,NA
"B00FQIQ","Parduca","wine","N","seed","none","H",-1,NA,1.7,-0.3,7,101,1.6,0,7,6.1,11.3
"B00EJKB","Parellada","wine","B","seed","none","H",10,NA,3.7,4.6,16,650,3.4,0.6,5.8,4.8,9.5
"B00EQYQ","Pasiga","table","N","seedless","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQIR","Pedral","wine","N","seed","none","H",3,3,3,2.7,11,272,1.8,0,6.2,3.8,9.9
"B00FQFZ","Pedro Luis","wine-table","B","seed","none","H",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"B00EJK8","Pedro Ximénez","wine","B","seed","none","H",6,-2,2.1,2.7,9,430,3.1,1.1,4.5,5.1,8.7
"B00EQZZ","Peikani","table","N","seed","none","H",6,3,3,4,1,NA,NA,1,NA,NA,NA
"B00EQVR","Penouille","wine","N","seed","none","H",4,-4,3.3,3,24,90,2.9,0,6.6,3,10.5
"B00ERAT","Perle de Csaba","table","B","seed","muscat","H",-4,-3,-1.9,-2.5,8,210,2.5,0,NA,NA,NA
"B00ER9X","Perlon","table","N","seedless","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQUR","Pero Godal","wine-table","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQZF","Perricone","wine","N","seed","none","H",6,NA,1.7,3.3,9,188,2.5,0.8,7.2,6,9.5
"B00FQIP","Perruno","wine","B","seed","none","H",4,5,3,4,13,266,2.3,0.3,6.5,5.9,9.8
"B00ER1K","Persan","wine","N","seed","none","H",3,3,1.7,3.3,17,153,1.8,0.6,7.5,4.5,10.6
"B00ERA7","Petit Bouschet","wine","N","seed","none","H",6,2,1.5,3.3,11,185,1.6,1.5,6.1,3.3,7.5
"B00ERSE","Petit Manseng","wine","B","seed","none","H",2,0,2.5,4.3,23,175,1.3,0.2,8.5,5.9,11.5
"B00ERD7","Petit Verdot","wine","N","seed","none","H",4,2,3.5,3.6,27,151,1.7,0.1,7.4,3.6,10.6
"B00F6P2","Peygamber üzümü","table","B","seed","none","H",10,NA,3,5,7,1005,4.1,0.3,NA,NA,NA
"B00FQH9","Albillo Mayor = Picadillo","wine","B","seed","none","H",3,3,0.5,0.5,12,271,2.4,0,4,3.5,11
"B00ER2X","Picolit","wine","B","seed","none","F",2,7,3,3.4,18,125,1.1,0,5.5,5.3,13.5
"B00ER5F","Piedirosso","wine","N","seed","none","H",0,2,4,3,9,179,3.4,0,NA,NA,NA
"B00ER4V","Pinot noir","wine","N","seed","none","H",2,-2,1,0.8,19,160,1.4,0.7,5.2,5,8.8
"B00ER32","Pinotage","wine","N","seed","none","H",3,-2,1.3,2.3,23,200,1.6,1,4.7,3.5,10.2
"B00EQUT","Piquepoul noir","wine","N","seed","none","H",7,4,3,3.9,12,419,2.4,1.1,7.8,4.2,9.9
"B00ER8Y","Plant d'Arrat","wine","N","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQUE","Plant de Chaudefonds 53 (Fardeau)","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EI4J","Plant de Pedebernade 1","wine","N","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQSO","Plant de Ponteilla (Jaubert)","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER6C","Plant de Roubia (Marre)","wine","N","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00F6NQ","Plant de Vic 98-N-3 (Collection Torres S.A.)","wine","N","seed","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQF1","Plant droit","wine-table","N","seed","none","H",3,2,1.9,2,10,310,3.5,1,5,3.1,9.7
"B00F6OW","Plant du Maroc E (Collection Meknès)","table","N","seed","none","H",9,NA,4,4,1,741,5.9,0.7,NA,NA,NA
"B00EJKR","Planta mula faux","table","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EJKS","Planta nova","wine-table","B","seed","none","H",9,NA,3.8,6.1,8,1080,5.5,0.2,5.1,4.7,7.2
"B00EQTP","Platyracho","wine","B","seed","none","H",0,NA,2.3,3,20,195,1.7,0,2.8,3.8,9.7
"B00F6OQ","Plavina crna","wine","N","seed","none","H",14,2,3,3.3,10,455,3,0.2,5.4,4.3,9.8
"B00EQZ9","Plyto","wine-table","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER9Q","Portugais bleu","wine-table","N","seed","none","H",8,0,0.3,0.5,27,221,2.3,1.5,4.8,3.3,10.5
"B00EQT9","Posip bijeli","wine","B","seed","none","H",7,NA,2.3,4.3,14,338,3.4,2,6.2,6,11.3
"B00ER6E","Pougayen","wine","N","seed","none","F",5,5,3.1,3.5,18,186,3,0.2,6.5,4.2,11.5
"B00EI4O","Poulsard","wine","N","seed","none","H",-1,-3,1,1.3,12,141,2.6,0.1,4.7,2.9,9.9
"B00EQTL","Pozsonyi feher","wine","B","seed","none","H",2,NA,2.3,1,20,277,1.8,0,5.5,5.7,9.8
"B00F6NS","Prieto picudo","wine","N","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER4Z","Prima","table","N","seed","none","H",8,0,-1.3,-0.3,11,348,4.6,0,NA,NA,NA
"B00EQXH","Primitivo","wine","N","seed","none","H",3,1,2.3,2.4,14,291,3.3,1.3,9.1,7.2,9.4
"B00F6ON","Prokupac","wine","N","seed","none","H",-4,NA,2.7,3,14,258,2.8,0,5,3.5,10
"B00ER5L","Quiebratinajas","wine-table","N","seed","none","H",8,NA,3.7,4.8,11,389,4,0.2,6,4,8.7
"B00FQIT","Quigat","wine","B","seed","none","H",9,NA,2,3,0,578,3.5,0.3,NA,NA,NA
"B00ERA0","Rabigato","wine","B","seed","none","H",3,7,3.6,4.2,16,258,2,0.3,8.2,7.5,10
"B00FQFG","Rabo d'ovelha",NA,"B","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ERBR","Raboso piave","wine","N","seed","none","H",0,-5,4,4.5,0,NA,NA,0,NA,NA,NA
"B00EJLE","Ragol",NA,"Rs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER1J","Raisaine","wine-table","B","seed","none","H",-3,-5,1.7,2.1,20,325,1.9,0.2,5.9,5.3,9.8
"B00EQUS","Ramisco","wine","N","seed","none","H",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"B00ER93","Rannii Vira","table","B","seed","none","H",-1,3,2,1.6,7,297,3.4,0.2,NA,NA,NA
"B00ERBU","Rassegui","wine-table","B","seed","none","F",8,NA,3.4,4.8,8,402,5.3,0.4,5.7,8,9.4
"B00FQIV","Rayada melonera = Corropio",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQX1","Razachie rosie","table","Rg","seed","none","H",-1,NA,2.5,3,5,262,3.5,0,NA,NA,NA
"B00ERQM","Razakisi Antep",NA,"B","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQZS","Razdani","table","N","seed","none","H",-2,NA,2.3,2,3,586,4.1,0.2,NA,NA,NA
"B00ER60","Red Globe","table","N-Rg","seed","none","H",-2,4,2.7,3.6,4,1331,9.9,NA,NA,NA,NA
"B00FQGV","Red Ohanes",NA,"Rg","seed",NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQF6","Redondal","wine","B","seed","none","H",10,3,3.1,3,27,110,1.8,0,4.9,4.7,10.2
"B00F6O8","Reine des Vignes","table","B","seed","muscat","H",-3,-4,-1,-0.4,7,391,4.5,0.9,NA,NA,NA
"B00ERCN","Ribote rose","wine","Rs","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER65","Riesling","wine","B","seed","none","H",5,-1,2,3.1,14,170,1.8,1.2,6.3,7.2,10.2
"B00F6O7","Riesling bleu (Collection Oberlin)","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER6V","Riesling italico","wine","B","seed","none","H",4,NA,2,2.2,20,159,1.6,0.9,3.7,3.9,9.7
"B00F6OC","Riminèse","wine","B","seed","none","H",14,6,1.7,2.4,13,255,2.4,1,7.5,7.1,11.6
"B00EQVA","Rivairenc = Aspiran noir","wine-table","N","seed","none","H",8,-1.5,3,3.4,13,430,3.5,0.4,4.8,3.9,8.4
"B00FQIX","Rocia","wine","N","seed","none","H",1,NA,3.7,4.3,10,714,5.2,1.7,6.8,5.2,9
"B00ER3C","Roi des précoces","table","N","seed","none","H",7,-2,-0.3,-1.5,16,139,2.5,2,7.1,NA,11.3
"B00FQFC","Rojal conquense",NA,"N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00ER8U","Romeïko","wine","N","seed","none","H",7,NA,3.3,5.5,17,563,2.7,0.8,5.8,4.5,12.9
"B00EQTA","Rosa menna di vacca","table","Rg","seed","none","F",0,4,3.5,5.2,12,163,5.1,0.1,NA,NA,NA
"B00EQX7","Rosaky rose faux","table","Rs","seed","none","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQSV","Rossara","wine","N","seed","none","H",2,NA,3,4.1,16,244,2.7,0.5,5.1,4,9.4
"B00ER69","Rossignola","wine","N","seed","none","H",4,NA,3.3,6.3,6,288,2.4,0,7,3.8,9.9
"B00EQVF","Roublot","wine","B","seed","none","H",0,-3,1.2,1.5,21,163,1.6,2.3,7,4.5,12.9
"B00ER7A","Roumi noir","table","N","seed","none","H",10,NA,3,3.7,1,NA,NA,0,NA,NA,NA
"B00EI4L","Roussette basse de Seyssel","wine","B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00FQGG","Royal = Rojal tinta","wine-table","Rg","seed","none","H",15,NA,4,4.3,4,789,3,1.2,6.9,4.9,8.3
"B00ER7T","Rubinovyi Magaracha","wine","N","seed","none","H",1,NA,3,3,19,164,2.4,0,7.2,3,10.2
"B00ER0V","Ruby Cabernet","wine","N","seed","none","H",3,3,2.5,3.7,23,186,1.8,0,6.3,3.2,9.8
"B00EQT6","Rudezusa","wine-table","N","seed","none","H",5,NA,2.7,3,18,290,3,0.6,6.3,3.8,9.7
"B00FQJK","Rufete","wine","N","seed","none","H",6,NA,1.6,1.9,16,213,3,0.7,5.4,3.2,9
"B00EQT8","Ruzevina (Jelaska)","wine-table","B","seed","none","H",13,NA,2.7,4,11,353,2.6,0.2,4.3,4.6,10.4
"B00FQJ0","Sabaté","wine","N","seed","none","H",5,4,2,3,12,375,2.5,0,4.1,3.5,9.7
"B00FQHM","Sabro","wine","B","seed","none","F",2,NA,3,4,14,301,3.5,0,3.8,5.1,10.5
"B00ER6Q","Sagrantino","wine","N","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQX4","Saint-Laurent","wine","N","seed","none","H",1,-4,-0.7,0.3,7,181,1.7,0,5.3,3.3,10.5
"B00FQJ7","Salceño blanco",NA,"B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B00EQW1","Salicette (Collection Parc de la Tête d'Or)","table","B","seed","none","H",-5,3,-0.7,-0.7,15,281,2.1,0,NA,NA,NA
"B00FQIU","Salvador",NA,"B","seed","none","H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
